DGUID,CSD,PR,DATES,SOURCE
2021A00052454105,Saint-Barnabé-Sud,QC,,
2021A00052454110,Saint-Jude,QC,,
2021A00052454115,Saint-Bernard-de-Michaudville,QC,,
2021A00052454120,Saint-Louis,QC,,
2021A00052454125,Saint-Marcel-de-Richelieu,QC,,
2021A00052455008,Ange-Gardien,QC,,
2021A00052455015,Saint-Paul-d'Abbotsford,QC,,
2021A00052455023,Saint-Césaire,QC,,
2021A00052455030,Sainte-Angèle-de-Monnoir,QC,,
2021A00052455037,Rougemont,QC,,
2021A00052455048,Marieville,QC,,
2021A00052455057,Richelieu,QC,,
2021A00052455065,Saint-Mathias-sur-Richelieu,QC,,
2021A00052456005,Venise-en-Québec,QC,,
2021A00052456010,Saint-Georges-de-Clarenceville,QC,,
2021A00052456015,Noyan,QC,,
2021A00052456023,Lacolle,QC,,
2021A00052456030,Saint-Valentin,QC,,
2021A00052456035,Saint-Paul-de-l'Île-aux-Noix,QC,,
2021A00052456042,Henryville,QC,,
2021A00052456050,Saint-Sébastien,QC,,
2021A00052456055,Saint-Alexandre,QC,,
2021A00052456060,Sainte-Anne-de-Sabrevois,QC,,
2021A00052456065,Saint-Blaise-sur-Richelieu,QC,,
2021A00052456083,Saint-Jean-sur-Richelieu,QC,,
2021A00052456097,Mont-Saint-Grégoire,QC,,
2021A00052456105,Sainte-Brigide-d'Iberville,QC,,
2021A00052457005,Chambly,QC,,
2021A00052457010,Carignan,QC,,
2021A00052457020,Saint-Basile-le-Grand,QC,,
2021A00052457025,McMasterville,QC,,
2021A00052457030,Otterburn Park,QC,,
2021A00052457033,Saint-Jean-Baptiste,QC,,
2021A00052457035,Mont-Saint-Hilaire,QC,,
2021A00052457040,Beloeil,QC,,
2021A00052457045,Saint-Mathieu-de-Beloeil,QC,,
2021A00052457050,Saint-Marc-sur-Richelieu,QC,,
2021A00052457057,Saint-Charles-sur-Richelieu,QC,,
2021A00052457068,Saint-Denis-sur-Richelieu,QC,,
2021A00052457075,Saint-Antoine-sur-Richelieu,QC,,
2021A00052458007,Brossard,QC,,
2021A00052458012,Saint-Lambert,QC,,
2021A00052458033,Boucherville,QC,,
2021A00052458037,Saint-Bruno-de-Montarville,QC,,
2021A00052458227,Longueuil,QC,,
2021A00052459010,Sainte-Julie,QC,,
2021A00052459015,Saint-Amable,QC,,
2021A00052459020,Varennes,QC,,
2021A00052459025,Verchères,QC,,
2021A00052459030,Calixa-Lavallée,QC,,
2021A00052459035,Contrecoeur,QC,,
2021A00052460005,Charlemagne,QC,,
2021A00052460013,Repentigny,QC,,
2021A00052460020,Saint-Sulpice,QC,,
2021A00052460028,L'Assomption,QC,,
2021A00052460037,L'Épiphanie,QC,,
2021A00052461005,Saint-Paul,QC,,
2021A00052461013,Crabtree,QC,,
2021A00052461020,Saint-Pierre,QC,,
2021A00052461025,Joliette,QC,,
2021A00052461027,Saint-Thomas,QC,,
2021A00052461030,Notre-Dame-des-Prairies,QC,,
2021A00052461035,Saint-Charles-Borromée,QC,,
2021A00052461040,Saint-Ambroise-de-Kildare,QC,,
2021A00052461045,Notre-Dame-de-Lourdes,QC,,
2021A00052461050,Sainte-Mélanie,QC,,
2021A00052462007,Saint-Félix-de-Valois,QC,,
2021A00052462015,Saint-Jean-de-Matha,QC,,
2021A00052462020,Sainte-Béatrix,QC,,
2021A00052462025,Saint-Alphonse-Rodriguez,QC,,
2021A00052462030,Sainte-Marcelline-de-Kildare,QC,,
2021A00052462037,Rawdon,QC,,
2021A00052462047,Chertsey,QC,,
2021A00052462053,Entrelacs,QC,,
2021A00052462055,Notre-Dame-de-la-Merci,QC,,
2021A00052462060,Saint-Donat,QC,,
2021A00052462065,Saint-Côme,QC,,
2021A00052462070,Sainte-Émélie-de-l'Énergie,QC,,
2021A00052462075,Saint-Damien,QC,,
2021A00052462080,Saint-Zénon,QC,,
2021A00052462085,Saint-Michel-des-Saints,QC,,
2021A00052462802,Communauté Atikamekw de Manawan,QC,,
2021A00052462902,Lac-Minaki,QC,,
2021A00052462904,Lac-Devenyns,QC,,
2021A00052462906,Baie-de-la-Bouteille,QC,,
2021A00052462908,Lac-Matawin,QC,,
2021A00052462910,Lac-Legendre,QC,,
2021A00052462912,Saint-Guillaume-Nord,QC,,
2021A00052462914,Lac-des-Dix-Milles,QC,,
2021A00052462916,Lac-Santé,QC,,
2021A00052462918,Baie-Obaoca,QC,,
2021A00052462919,Lac-Cabasta,QC,,
2021A00052462920,Baie-Atibenne,QC,,
2021A00052462922,Lac-du-Taureau,QC,,
2021A00052463005,Sainte-Marie-Salomé,QC,,
2021A00052463013,Saint-Jacques,QC,,
2021A00052463023,Saint-Alexis,QC,,
2021A00052463030,Saint-Esprit,QC,,
2021A00052463035,Saint-Roch-de-l'Achigan,QC,,
2021A00052463040,Saint-Roch-Ouest,QC,,
2021A00052463048,Saint-Lin--Laurentides,QC,,
2021A00052463055,Saint-Calixte,QC,,
2021A00052463060,Sainte-Julienne,QC,,
2021A00052463065,Saint-Liguori,QC,,
2021A00052464008,Terrebonne,QC,,
2021A00052464015,Mascouche,QC,,
2021A00052465005,Laval,QC,,
2021A00052466007,Montréal-Est,QC,,
2021A00052466023,Montréal,QC,,
2021A00052466032,Westmount,QC,,
2021A00052466047,Montréal-Ouest,QC,,
2021A00052466058,Côte-Saint-Luc,QC,,
2021A00052466062,Hampstead,QC,,
2021A00052466072,Mont-Royal,QC,,
2021A00052466087,Dorval,QC,,
2021A00052466092,L'Île-Dorval,QC,,
2021A00052466097,Pointe-Claire,QC,,
2021A00052466102,Kirkland,QC,,
2021A00052466107,Beaconsfield,QC,,
2021A00052466112,Baie-D'Urfé,QC,,
2021A00052466117,Sainte-Anne-de-Bellevue,QC,,
2021A00052466127,Senneville,QC,,
2021A00052466142,Dollard-Des Ormeaux,QC,,
2021A00052467005,Saint-Mathieu,QC,,
2021A00052467010,Saint-Philippe,QC,,
2021A00052467015,La Prairie,QC,,
2021A00052467020,Candiac,QC,,
2021A00052467025,Delson,QC,,
2021A00052467030,Sainte-Catherine,QC,,
2021A00052467035,Saint-Constant,QC,,
2021A00052467040,Saint-Isidore,QC,,
2021A00052467045,Mercier,QC,,
2021A00052467050,Châteauguay,QC,,
2021A00052467055,Léry,QC,,
2021A00052467802,Kahnawake,QC,,
2021A00052468005,Saint-Bernard-de-Lacolle,QC,,
2021A00052468010,Hemmingford,QC,,
2021A00052468015,Hemmingford,QC,,
2021A00052468020,Sainte-Clotilde,QC,,
2021A00052468025,Saint-Patrice-de-Sherrington,QC,,
2021A00052468030,Napierville,QC,,
2021A00052468035,Saint-Cyprien-de-Napierville,QC,,
2021A00052468040,Saint-Jacques-le-Mineur,QC,,
2021A00052468045,Saint-Édouard,QC,,
2021A00052468050,Saint-Michel,QC,,
2021A00052468055,Saint-Rémi,QC,,
2021A00052469005,Havelock,QC,,
2021A00052469010,Franklin,QC,,
2021A00052469017,Saint-Chrysostome,QC,,
2021A00052469025,Howick,QC,,
2021A00052469030,Très-Saint-Sacrement,QC,,
2021A00052469037,Ormstown,QC,,
2021A00052469045,Hinchinbrooke,QC,,
2021A00052469050,Elgin,QC,,
2021A00052469055,Huntingdon,QC,,
2021A00052469060,Godmanchester,QC,,
2021A00052469065,Sainte-Barbe,QC,,
2021A00052469070,Saint-Anicet,QC,,
2021A00052469075,Dundee,QC,,
2021A00052469802,Akwesasne,QC,,
2021A00052470005,Saint-Urbain-Premier,QC,,
2021A00052470012,Sainte-Martine,QC,,
2021A00052470022,Beauharnois,QC,,
2021A00052470030,Saint-Étienne-de-Beauharnois,QC,,
2021A00052470035,Saint-Louis-de-Gonzague,QC,,
2021A00052470040,Saint-Stanislas-de-Kostka,QC,,
2021A00052470052,Salaberry-de-Valleyfield,QC,,
2021A00052471005,Rivière-Beaudette,QC,,
2021A00052471015,Saint-Télesphore,QC,,
2021A00052471020,Saint-Polycarpe,QC,,
2021A00052471025,Saint-Zotique,QC,,
2021A00052471033,Les Coteaux,QC,,
2021A00052471040,Coteau-du-Lac,QC,,
2021A00052471045,Saint-Clet,QC,,
2021A00052471050,Les Cèdres,QC,,
2021A00052471055,Pointe-des-Cascades,QC,,
2021A00052471060,L'Île-Perrot,QC,,
2021A00052471065,Notre-Dame-de-l'Île-Perrot,QC,,
2021A00052471070,Pincourt,QC,,
2021A00052471075,Terrasse-Vaudreuil,QC,,
2021A00052471083,Vaudreuil-Dorion,QC,,
2021A00052471090,Vaudreuil-sur-le-Lac,QC,,
2021A00052471095,L'Île-Cadieux,QC,,
2021A00052471100,Hudson,QC,,
2021A00052471105,Saint-Lazare,QC,,
2021A00052471110,Sainte-Marthe,QC,,
2021A00052471115,Sainte-Justine-de-Newton,QC,,
2021A00052471125,Très-Saint-Rédempteur,QC,,
2021A00052471133,Rigaud,QC,,
2021A00052471140,Pointe-Fortune,QC,,
2021A00052472005,Saint-Eustache,QC,,
2021A00052472010,Deux-Montagnes,QC,,
2021A00052472015,Sainte-Marthe-sur-le-Lac,QC,,
2021A00052472020,Pointe-Calumet,QC,,
2021A00052472025,Saint-Joseph-du-Lac,QC,,
2021A00052472032,Oka,QC,,
2021A00052472043,Saint-Placide,QC,,
2021A00052472802,Kanesatake,QC,,
2021A00052473005,Boisbriand,QC,,
2021A00052473010,Sainte-Thérèse,QC,,
2021A00052473015,Blainville,QC,,
2021A00052473020,Rosemère,QC,,
2021A00052473025,Lorraine,QC,,
2021A00052473030,Bois-des-Filion,QC,,
2021A00052473035,Sainte-Anne-des-Plaines,QC,,
2021A00052474005,Mirabel,QC,,
2021A00052475005,Saint-Colomban,QC,,
2021A00052475017,Saint-Jérôme,QC,,
2021A00052475028,Sainte-Sophie,QC,,
2021A00052475040,Prévost,QC,,
2021A00052475045,Saint-Hippolyte,QC,,
2021A00052476008,Saint-André-d'Argenteuil,QC,,
2021A00052476020,Lachute,QC,,
2021A00052476025,Gore,QC,,
2021A00052476030,Mille-Isles,QC,,
2021A00052476035,Wentworth,QC,,
2021A00052476043,Brownsburg-Chatham,QC,,
2021A00052476052,Grenville-sur-la-Rouge,QC,,
2021A00052476055,Grenville,QC,,
2021A00052476065,Harrington,QC,,
2021A00052477011,Estérel,QC,,
2021A00052477012,Sainte-Marguerite-du-Lac-Masson,QC,,
2021A00052477022,Sainte-Adèle,QC,,
2021A00052477030,Piedmont,QC,,
2021A00052477035,Sainte-Anne-des-Lacs,QC,,
2021A00052477043,Saint-Sauveur,QC,,
2021A00052477050,Morin-Heights,QC,,
2021A00052477055,Lac-des-Seize-Îles,QC,,
2021A00052477060,Wentworth-Nord,QC,,
2021A00052477065,Saint-Adolphe-d'Howard,QC,,
2021A00052478005,Val-Morin,QC,,
2021A00052478010,Val-David,QC,,
2021A00052478015,Lantier,QC,,
2021A00052478020,Sainte-Lucie-des-Laurentides,QC,,
2021A00052478032,Sainte-Agathe-des-Monts,QC,,
2021A00052478042,Ivry-sur-le-Lac,QC,,
2021A00052478047,Saint-Faustin--Lac-Carré,QC,,
2021A00052478050,Barkmere,QC,,
2021A00052478055,Montcalm,QC,,
2021A00052478060,Arundel,QC,,
2021A00052478065,Huberdeau,QC,,
2021A00052478070,Amherst,QC,,
2021A00052478075,Brébeuf,QC,,
2021A00052478095,Lac-Supérieur,QC,,
2021A00052478100,Val-des-Lacs,QC,,
2021A00052478102,Mont-Tremblant,QC,,
2021A00052478115,La Conception,QC,,
2021A00052478120,Labelle,QC,,
2021A00052478127,Lac-Tremblant-Nord,QC,,
2021A00052478130,La Minerve,QC,,
2021A00052478802,Doncaster,QC,,
2021A00052479005,Notre-Dame-du-Laus,QC,,
2021A00052479010,Notre-Dame-de-Pontmain,QC,,
2021A00052479015,Lac-du-Cerf,QC,,
2021A00052479022,Saint-Aimé-du-Lac-des-Îles,QC,,
2021A00052479025,Kiamika,QC,,
2021A00052479030,Nominingue,QC,,
2021A00052479037,Rivière-Rouge,QC,,
2021A00052479047,La Macaza,QC,,
2021A00052479050,L'Ascension,QC,,
2021A00052479060,Lac-Saguay,QC,,
2021A00052479065,Chute-Saint-Philippe,QC,,
2021A00052479078,Lac-des-Écorces,QC,,
2021A00052479088,Mont-Laurier,QC,,
2021A00052479097,Ferme-Neuve,QC,,
2021A00052479105,Lac-Saint-Paul,QC,,
2021A00052479110,Mont-Saint-Michel,QC,,
2021A00052479115,Sainte-Anne-du-Lac,QC,,
2021A00052479902,Lac-de-la-Pomme,QC,,
2021A00052479904,Lac-Akonapwehikan,QC,,
2021A00052479906,Lac-Wagwabika,QC,,
2021A00052479910,Lac-Bazinet,QC,,
2021A00052479912,Lac-De La Bidière,QC,,
2021A00052479914,Lac-Oscar,QC,,
2021A00052479916,Lac-de-la-Maison-de-Pierre,QC,,
2021A00052479920,Baie-des-Chaloupes,QC,,
2021A00052479922,Lac-Douaire,QC,,
2021A00052479924,Lac-Ernest,QC,,
2021A00052479926,Lac-Marguerite,QC,,
2021A00052480005,Fassett,QC,,
2021A00052480010,Montebello,QC,,
2021A00052480015,Notre-Dame-de-Bonsecours,QC,,
2021A00052480020,Notre-Dame-de-la-Paix,QC,,
2021A00052480027,Saint-André-Avellin,QC,,
2021A00052480037,Papineauville,QC,,
2021A00052480045,Plaisance,QC,,
2021A00052480050,Thurso,QC,,
2021A00052480055,Lochaber,QC,,
2021A00052480060,Lochaber-Partie-Ouest,QC,,
2021A00052480065,Mayo,QC,,
2021A00052480070,Saint-Sixte,QC,,
2021A00052480078,Ripon,QC,,
2021A00052480085,Mulgrave-et-Derry,QC,,
2021A00052480090,Montpellier,QC,,
2021A00052480095,Lac-Simon,QC,,
2021A00052480103,Chénéville,QC,,
2021A00052480110,Namur,QC,,
2021A00052480115,Boileau,QC,,
2021A00052480125,Saint-Émile-de-Suffolk,QC,,
2021A00052480130,Lac-des-Plages,QC,,
2021A00052480135,Duhamel,QC,,
2021A00052480140,Val-des-Bois,QC,,
2021A00052480145,Bowman,QC,,
2021A00052481017,Gatineau,QC,,
2021A00052482005,L'Ange-Gardien,QC,,
2021A00052482010,Notre-Dame-de-la-Salette,QC,,
2021A00052482015,Val-des-Monts,QC,,
2021A00052482020,Cantley,QC,,
2021A00052482025,Chelsea,QC,,
2021A00052482030,Pontiac,QC,,
2021A00052482035,La Pêche,QC,,
2021A00052483005,Denholm,QC,,
2021A00052483010,Low,QC,,
2021A00052483015,Kazabazua,QC,,
2021A00052483020,Lac-Sainte-Marie,QC,,
2021A00052483032,Gracefield,QC,,
2021A00052483040,Cayamant,QC,,
2021A00052483045,Blue Sea,QC,,
2021A00052483050,Bouchette,QC,,
2021A00052483055,Sainte-Thérèse-de-la-Gatineau,QC,,
2021A00052483060,Messines,QC,,
2021A00052483065,Maniwaki,QC,,
2021A00052483070,Déléage,QC,,
2021A00052483075,Egan-Sud,QC,,
2021A00052483085,Bois-Franc,QC,,
2021A00052483088,Montcerf-Lytton,QC,,
2021A00052483090,Aumond,QC,,
2021A00052483095,Grand-Remous,QC,,
2021A00052483802,Kitigan Zibi,QC,,
2021A00052483804,Lac-Rapide,QC,,
2021A00052483902,Lac-Pythonga,QC,,
2021A00052483904,Cascades-Malignes,QC,,
2021A00052483906,Lac-Lenôtre,QC,,
2021A00052483908,Lac-Moselle,QC,,
2021A00052483912,Dépôt-Échouani,QC,,
2021A00052484005,Bristol,QC,,
2021A00052484010,Shawville,QC,,
2021A00052484015,Clarendon,QC,,
2021A00052484020,Portage-du-Fort,QC,,
2021A00052484025,Bryson,QC,,
2021A00052484030,Campbell's Bay,QC,,
2021A00052484035,L'Île-du-Grand-Calumet,QC,,
2021A00052484040,Litchfield,QC,,
2021A00052484045,Thorne,QC,,
2021A00052484050,Alleyn-et-Cawood,QC,,
2021A00052484055,Otter Lake,QC,,
2021A00052484060,Fort-Coulonge,QC,,
2021A00052484065,Mansfield-et-Pontefract,QC,,
2021A00052484070,Waltham,QC,,
2021A00052484082,L'Isle-aux-Allumettes,QC,,
2021A00052484090,Chichester,QC,,
2021A00052484095,Sheenboro,QC,,
2021A00052484100,Rapides-des-Joachims,QC,,
2021A00052484902,Lac-Nilgaut,QC,,
2021A00052485005,Témiscaming,QC,,
2021A00052485010,Kipawa,QC,,
2021A00052485015,Saint-Édouard-de-Fabre,QC,,
2021A00052485020,Béarn,QC,,
2021A00052485025,Ville-Marie,QC,,
2021A00052485030,Duhamel-Ouest,QC,,
2021A00052485037,Lorrainville,QC,,
2021A00052485045,Saint-Bruno-de-Guigues,QC,,
2021A00052485052,Laverlochère-Angliers,QC,,
2021A00052485055,Fugèreville,QC,,
2021A00052485060,Latulipe-et-Gaboury,QC,,
2021A00052485065,Belleterre,QC,,
2021A00052485070,Laforce,QC,,
2021A00052485075,Moffet,QC,,
2021A00052485085,Saint-Eugène-de-Guigues,QC,,
2021A00052485090,Notre-Dame-du-Nord,QC,,
2021A00052485095,Guérin,QC,,
2021A00052485100,Nédélec,QC,,
2021A00052485105,Rémigny,QC,,
2021A00052485802,Kebaowek,QC,,
2021A00052485803,Hunter's Point,QC,,
2021A00052485804,Winneway,QC,,
2021A00052485806,Timiskaming,QC,,
2021A00052485905,Laniel,QC,,
2021A00052485907,Les Lacs-du-Témiscamingue,QC,,
2021A00052486042,Rouyn-Noranda,QC,,
2021A00052487005,Duparquet,QC,,
2021A00052487010,Rapide-Danseur,QC,,
2021A00052487015,Roquemaure,QC,,
2021A00052487020,Gallichan,QC,,
2021A00052487025,Palmarolle,QC,,
2021A00052487030,Sainte-Germaine-Boulé,QC,,
2021A00052487035,Poularies,QC,,
2021A00052487042,Taschereau,QC,,
2021A00052487050,Authier,QC,,
2021A00052487058,Macamic,QC,,
2021A00052487070,Sainte-Hélène-de-Mancebourg,QC,,
2021A00052487075,Clerval,QC,,
2021A00052487080,La Reine,QC,,
2021A00052487085,Dupuy,QC,,
2021A00052487090,La Sarre,QC,,
2021A00052487095,Chazel,QC,,
2021A00052487100,Authier-Nord,QC,,
2021A00052487105,Val-Saint-Gilles,QC,,
2021A00052487110,Clermont,QC,,
2021A00052487115,Normétal,QC,,
2021A00052487120,Saint-Lambert,QC,,
2021A00052487902,Lac-Duparquet,QC,,
2021A00052487904,Rivière-Ojima,QC,,
2021A00052488005,Champneuf,QC,,
2021A00052488010,Rochebaucourt,QC,,
2021A00052488015,La Morandière,QC,,
2021A00052488022,Barraute,QC,,
2021A00052488030,La Corne,QC,,
2021A00052488035,Landrienne,QC,,
2021A00052488040,Saint-Marc-de-Figuery,QC,,
2021A00052488045,La Motte,QC,,
2021A00052488050,Saint-Mathieu-d'Harricana,QC,,
2021A00052488055,Amos,QC,,
2021A00052488060,Saint-Félix-de-Dalquier,QC,,
2021A00052488065,Saint-Dominique-du-Rosaire,QC,,
2021A00052488070,Berry,QC,,
2021A00052488075,Trécesson,QC,,
2021A00052488080,Launay,QC,,
2021A00052488085,Sainte-Gertrude-Manneville,QC,,
2021A00052488090,Preissac,QC,,
2021A00052488802,Pikogan,QC,,
2021A00052488902,Lac-Despinassy,QC,,
2021A00052488904,Lac-Chicobi,QC,,
2021A00052489008,Val-d'Or,QC,,
2021A00052489010,Rivière-Héva,QC,,
2021A00052489015,Malartic,QC,,
2021A00052489040,Senneterre,QC,,
2021A00052489045,Senneterre,QC,,
2021A00052489050,Belcourt,QC,,
2021A00052489802,Kitcisakik,QC,,
2021A00052489804,Lac Simon,QC,,
2021A00052489902,Matchi-Manitou,QC,,
2021A00052489908,Lac-Metei,QC,,
2021A00052489910,Réservoir-Dozois,QC,,
2021A00052489912,Lac-Granet,QC,,
2021A00052490012,La Tuque,QC,,
2021A00052490017,La Bostonnais,QC,,
2021A00052490027,Lac-Édouard,QC,,
2021A00052490802,Communauté de Wemotaci,QC,,
2021A00052490804,Obedjiwan 28,QC,,
2021A00052491005,Lac-Bouchette,QC,,
2021A00052491010,Saint-André-du-Lac-Saint-Jean,QC,,
2021A00052491015,Saint-François-de-Sales,QC,,
2021A00052491020,Chambord,QC,,
2021A00052491025,Roberval,QC,,
2021A00052491030,Sainte-Hedwidge,QC,,
2021A00052491035,Saint-Prime,QC,,
2021A00052491042,Saint-Félicien,QC,,
2021A00052491050,La Doré,QC,,
2021A00052491802,Mashteuiatsh,QC,,
2021A00052491902,Lac-Ashuapmushuan,QC,,
2021A00052492005,Saint-Augustin,QC,,
2021A00052492010,Péribonka,QC,,
2021A00052492015,Sainte-Jeanne-d'Arc,QC,,
2021A00052492022,Dolbeau-Mistassini,QC,,
2021A00052492030,Albanel,QC,,
2021A00052492040,Normandin,QC,,
2021A00052492045,Saint-Thomas-Didyme,QC,,
2021A00052492050,Saint-Edmond-les-Plaines,QC,,
2021A00052492055,Girardville,QC,,
2021A00052492060,Notre-Dame-de-Lorette,QC,,
2021A00052492065,Saint-Eugène-d'Argentenay,QC,,
2021A00052492070,Saint-Stanislas,QC,,
2021A00052492902,Passes-Dangereuses,QC,,
2021A00052492904,Rivière-Mistassini,QC,,
2021A00052493005,Desbiens,QC,,
2021A00052493012,Métabetchouan--Lac-à-la-Croix,QC,,
2021A00052493020,Hébertville,QC,,
2021A00052493025,Hébertville-Station,QC,,
2021A00052493030,Saint-Bruno,QC,,
2021A00052493035,Saint-Gédéon,QC,,
2021A00052493042,Alma,QC,,
2021A00052493045,Saint-Nazaire,QC,,
2021A00052493055,Labrecque,QC,,
2021A00052493060,Lamarche,QC,,
2021A00052493065,L'Ascension-de-Notre-Seigneur,QC,,
2021A00052493070,Saint-Henri-de-Taillon,QC,,
2021A00052493075,Sainte-Monique,QC,,
2021A00052493080,Saint-Ludger-de-Milot,QC,,
2021A00052493902,Mont-Apica,QC,,
2021A00052493904,Lac-Moncouche,QC,,
2021A00052493906,Lac-Achouakan,QC,,
2021A00052493908,Belle-Rivière,QC,,
2021A00052494068,Saguenay,QC,,
2021A00052494205,Petit-Saguenay,QC,,
2021A00052494210,L'Anse-Saint-Jean,QC,,
2021A00052494215,Rivière-Éternité,QC,,
2021A00052494220,Ferland-et-Boilleau,QC,,
2021A00052494225,Saint-Félix-d'Otis,QC,,
2021A00052494230,Sainte-Rose-du-Nord,QC,,
2021A00052494235,Saint-Fulgence,QC,,
2021A00052494240,Saint-Honoré,QC,,
2021A00052494245,Saint-David-de-Falardeau,QC,,
2021A00052494250,Bégin,QC,,
2021A00052494255,Saint-Ambroise,QC,,
2021A00052494260,Saint-Charles-de-Bourget,QC,,
2021A00052494265,Larouche,QC,,
2021A00052494926,Lalemant,QC,,
2021A00052494928,Lac-Ministuk,QC,,
2021A00052494930,Mont-Valin,QC,,
2021A00052495005,Tadoussac,QC,,
2021A00052495010,Sacré-Coeur,QC,,
2021A00052495018,Les Bergeronnes,QC,,
2021A00052495025,Les Escoumins,QC,,
2021A00052495032,Longue-Rive,QC,,
2021A00052495040,Portneuf-sur-Mer,QC,,
2021A00052495045,Forestville,QC,,
2021A00052495050,Colombier,QC,,
2021A00052495802,Essipit,QC,,
2021A00052495902,Lac-au-Brochet,QC,,
2021A00052496005,Baie-Trinité,QC,,
2021A00052496010,Godbout,QC,,
2021A00052496015,Franquelin,QC,,
2021A00052496020,Baie-Comeau,QC,,
2021A00052496025,Pointe-Lebel,QC,,
2021A00052496030,Pointe-aux-Outardes,QC,,
2021A00052496035,Chute-aux-Outardes,QC,,
2021A00052496040,Ragueneau,QC,,
2021A00052496802,Pessamit,QC,,
2021A00052496902,Rivière-aux-Outardes,QC,,
2021A00052497007,Sept-Îles,QC,,
2021A00052497022,Port-Cartier,QC,,
2021A00052497035,Fermont,QC,,
2021A00052497040,Schefferville,QC,,
2021A00052497802,Uashat 27,QC,,
2021A00052497804,Maliotenam,QC,,
2021A00052497806,Kawawachikamach,QC,,
2021A00052497808,Matimekosh,QC,,
2021A00052497810,Lac-John,QC,,
2021A00052497902,Rivière-Nipissis,QC,,
2021A00052497904,Lac-Walker,QC,,
2021A00052497906,Rivière-Mouchalagane,QC,,
2021A00052497908,Caniapiscau,QC,,
2021A00052497912,Lac-Juillet,QC,,
2021A00052497914,Lac-Vacher,QC,,
2021A00052498005,Blanc-Sablon,QC,,
2021A00052498010,Bonne-Espérance,QC,,
2021A00052498012,Saint-Augustin,QC,,
2021A00052498014,Gros-Mécatina,QC,,
2021A00052498015,Côte-Nord-du-Golfe-du-Saint-Laurent,QC,,
2021A00052498020,L'Île-d'Anticosti,QC,,
2021A00052498025,Natashquan,QC,,
2021A00052498030,Aguanish,QC,,
2021A00052498035,Baie-Johan-Beetz,QC,,
2021A00052498040,Havre-Saint-Pierre,QC,,
2021A00052498045,Longue-Pointe-de-Mingan,QC,,
2021A00052498050,Rivière-Saint-Jean,QC,,
2021A00052498055,Rivière-au-Tonnerre,QC,,
2021A00052498802,Pakuashipi,QC,,
2021A00052498804,Romaine 2,QC,,
2021A00052498806,Nutashkuan,QC,,
2021A00052498808,Mingan,QC,,
2021A00052498904,Lac-Jérôme,QC,,
2021A00052498912,Petit-Mécatina,QC,,
2021A00052499005,Lebel-sur-Quévillon,QC,,
2021A00052499010,Waswanipi,QC,,
2021A00052499015,Matagami,QC,,
2021A00052499020,Chapais,QC,,
2021A00052499025,Chibougamau,QC,,
2021A00052499030,Mistissini,QC,,
2021A00052499035,Waskaganish,QC,,
2021A00052499040,Nemaska,QC,,
2021A00052499045,Eastmain,QC,,
2021A00052499050,Wemindji,QC,,
2021A00052499055,Chisasibi,QC,,
2021A00052499060,Eeyou Istchee Baie-James,QC,,
2021A00052499065,Kawawachikamach,QC,,
2021A00052499070,Whapmagoostui,QC,,
2021A00052499075,Kuujjuarapik,QC,,
2021A00052499080,Umiujaq,QC,,
2021A00052499085,Inukjuak,QC,,
2021A00052499090,Kangiqsualujjuaq,QC,,
2021A00052499095,Kuujjuaq,QC,,
2021A00052499100,Tasiujaq,QC,,
2021A00052499105,Aupaluk,QC,,
2021A00052499110,Kangirsuk,QC,,
2021A00052499115,Quaqtaq,QC,,
